ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
454,Baseball,"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he feels good. So, yeah, as of right now he'll definitely start Game 7.",DAVE MARTINEZ,Team,2,169,good threw felt good see what transpires tonight say feel good yeah right definitely start game,"['good', 'threw', 'felt', 'good', 'see', 'what', 'transpires', 'tonight', 'say', 'feel', 'good', 'yeah', 'right', 'definitely', 'start', 'game']"
455,Baseball,"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit better. We'll see and I'll talk to him and have more information sometime later today or tomorrow.",DAVE MARTINEZ,Team,2,193,yet spoken max today waiting get hopefully little bit better see talk information sometime later today tomorrow,"['yet', 'spoken', 'max', 'today', 'waiting', 'get', 'hopefully', 'little', 'bit', 'better', 'see', 'talk', 'information', 'sometime', 'later', 'today', 'tomorrow']"
456,Volleyball,"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances certainly in the second to maybe pull out a set here, and then it's hard to know.",HUGH MCCUTCHEON,Team,4,178,yeah think tonight really clean yeah would agree thought chance certainly second maybe pull set hard know,"['yeah', 'think', 'tonight', 'really', 'clean', 'yeah', 'would', 'agree', 'thought', 'chance', 'certainly', 'second', 'maybe', 'pull', 'set', 'hard', 'know']"
457,Football,"I think we had a good season, the seniors stepped up and this was their last game and they played hard and I still think we had a good season even though we lost the last two games.",JALEN THOMPSON,Team,4,181,think good season senior stepped last game played hard still think good season even though lost last two game,"['think', 'good', 'season', 'senior', 'stepped', 'last', 'game', 'played', 'hard', 'still', 'think', 'good', 'season', 'even', 'though', 'lost', 'last', 'two', 'game']"
458,Baseball,"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense of overconfidence or anything like that.",AJ HINCH,Team,7,141,appreciate saying saying trying brag trying sense overconfidence anything like,"['appreciate', 'saying', 'saying', 'trying', 'brag', 'trying', 'sense', 'overconfidence', 'anything', 'like']"
459,Golf," I don't know, I signed the ball for a kid, so he might have had it because it was the same number.  Could have been that ball, I don't know.",GEOFF OGILVY,Individual,7,141,know signed ball kid might number could ball know,"['know', 'signed', 'ball', 'kid', 'might', 'number', 'could', 'ball', 'know']"
460,Golf,"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and pars are good, but they can be frustrating if you know you gave yourself a couple birdie chances.",BIANCA PAGDANGANAN,Individual,4,197,honestly today round little bit boring par going last two hole par good frustrating know gave couple birdie chance,"['honestly', 'today', 'round', 'little', 'bit', 'boring', 'par', 'going', 'last', 'two', 'hole', 'par', 'good', 'frustrating', 'know', 'gave', 'couple', 'birdie', 'chance']"
461,Baseball,"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbelievable since he came off the aisle all year long. He gives us a chance to win ball games every outing.",DAVE MARTINEZ,Team,2,203,huge like said everybody talk big three anbal pitched unbelievable since came aisle year long give chance win ball game every outing,"['huge', 'like', 'said', 'everybody', 'talk', 'big', 'three', 'anbal', 'pitched', 'unbelievable', 'since', 'came', 'aisle', 'year', 'long', 'give', 'chance', 'win', 'ball', 'game', 'every', 'outing']"
462,Basketball,Status is still the same.  He went through the film session and that was the bulk of what we did.  Status is the same with Goran.,ERIK SPOELSTRA,Team,2,129,status still went film session bulk what status goran,"['status', 'still', 'went', 'film', 'session', 'bulk', 'what', 'status', 'goran']"
463,Auto Racing,"I think everything has been pushed into the pile already. All these cars are pretty much prepared throughout the next three weeks, with the travel to Phoenix, Texas, back to Martinsville. Everything is already prepared.",KEVIN HARVICK,Blended,7,219,think everything pushed pile already car pretty much prepared throughout next three week travel phoenix texas back martinsville everything already prepared,"['think', 'everything', 'pushed', 'pile', 'already', 'car', 'pretty', 'much', 'prepared', 'throughout', 'next', 'three', 'week', 'travel', 'phoenix', 'texas', 'back', 'martinsville', 'everything', 'already', 'prepared']"
464,Tennis," Well, I didn't play my best, but I think a lot of that is due to what he was doing.",JIM COURIER,Individual,2,84,well play best think lot due what,"['well', 'play', 'best', 'think', 'lot', 'due', 'what']"
465,Baseball,"To be honest with you, I don't think many guys really think about the series in its entirety. I think more guys just try to have -- plan on going in and trying to accomplish the goal of winning today.",ADAM EATON,Team,5,200,honest think many guy really think series entirety think guy try plan going trying accomplish goal winning today,"['honest', 'think', 'many', 'guy', 'really', 'think', 'series', 'entirety', 'think', 'guy', 'try', 'plan', 'going', 'trying', 'accomplish', 'goal', 'winning', 'today']"
466,Cricket,"No, we didn't have those conversations. Yeah, it was really just about getting the score today and winning the matches.",RACHAEL HAYNES,Team,4,119,conversation yeah really getting score today winning match,"['conversation', 'yeah', 'really', 'getting', 'score', 'today', 'winning', 'match']"
467,Cricket,"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and enjoying the moment. That's it. We were just keeping it simple.",RADHA YADAV,Team,1,161,much looking keep simple yeah present enjoying moment keeping simple,"['much', 'looking', 'keep', 'simple', 'yeah', 'present', 'enjoying', 'moment', 'keeping', 'simple']"
468,Golf," I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So this week",GWLADYS NOCERA,Individual,2,110,said last week evian wanted top top last week totally failed week,"['said', 'last', 'week', 'evian', 'wanted', 'top', 'top', 'last', 'week', 'totally', 'failed', 'week']"
469,Baseball,"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I think I want to just confine this to Stras and the Washington Nationals right now, Barry.",SCOTT BORAS,Team,7,186,going press conference tomorrow noon address thing think want confine stras washington national right barry,"['going', 'press', 'conference', 'tomorrow', 'noon', 'address', 'thing', 'think', 'want', 'confine', 'stras', 'washington', 'national', 'right', 'barry']"
470,Football,I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and worry about winning.,JOSH HEUPEL,Team,1,118,get caught ask get prepared play big game worry winning,"['get', 'caught', 'ask', 'get', 'prepared', 'play', 'big', 'game', 'worry', 'winning']"
471,Tennis," No.  It is just that you know, the first match I played very good and today, I think I played much better and I feel like match by match I am getting better and better.",GABRIELA SABATINI,Individual,2,169,know first match played good today think played much better feel like match match getting better better,"['know', 'first', 'match', 'played', 'good', 'today', 'think', 'played', 'much', 'better', 'feel', 'like', 'match', 'match', 'getting', 'better', 'better']"
472,Baseball,"No, I don't think it really was ever an idea. I threw a bullpen yesterday. Obviously found out when -- a little while ago. But I'm kind of at that point where I'm preparing for Game 6.",STEPHEN STRASBURG,Team,6,184,think really ever idea threw bullpen yesterday obviously found when little ago kind point where preparing game,"['think', 'really', 'ever', 'idea', 'threw', 'bullpen', 'yesterday', 'obviously', 'found', 'when', 'little', 'ago', 'kind', 'point', 'where', 'preparing', 'game']"
473,Baseball,"What about later in your career, the Olympics? Does anything stand out to you as being such a pristine surface to play on?",HEIDI WATNEY,Team,7,122,what later career olympics anything stand pristine surface play,"['what', 'later', 'career', 'olympics', 'anything', 'stand', 'pristine', 'surface', 'play']"
474,Volleyball,"I think she passed over 2-4 and made zero hitting errors and she did a really nice job. She had a tough matchup there in the last two sets against Samedy, and she got her hands in front of it.",KEVIN HAMBLY,Team,2,192,think passed made zero hitting error really nice job tough matchup last two set samedy got hand front,"['think', 'passed', 'made', 'zero', 'hitting', 'error', 'really', 'nice', 'job', 'tough', 'matchup', 'last', 'two', 'set', 'samedy', 'got', 'hand', 'front']"
475,Golf," Yeah, I mean, given the condition, I think 67 is a great score, let alone tied for the lead.  Any time you're leading a PGA TOUR event, you have shot a great round of golf.",RYUJI IMADA,Individual,4,173,yeah mean given condition think great score let alone tied lead time leading pga tour event shot great round golf,"['yeah', 'mean', 'given', 'condition', 'think', 'great', 'score', 'let', 'alone', 'tied', 'lead', 'time', 'leading', 'pga', 'tour', 'event', 'shot', 'great', 'round', 'golf']"
476,Basketball,"  It definitely reminded me of it, just the excitement, the ""I can't believe this.""   I definitely saw myself, 27 LeBron, 27 AD.  I definitely saw myself in that.",LeBRON JAMES,Team,7,162,definitely reminded excitement believe definitely saw lebron definitely saw,"['definitely', 'reminded', 'excitement', 'believe', 'definitely', 'saw', 'lebron', 'definitely', 'saw']"
477,Football,"MIKE LEACH: Yeah, it's kind of a next-man-up deal.  It's a lot like practice or spring or camp  you just play the next guy.",MIKE LEACH,Team,1,123,mike leach yeah kind nextmanup deal lot like practice spring camp play next guy,"['mike', 'leach', 'yeah', 'kind', 'nextmanup', 'deal', 'lot', 'like', 'practice', 'spring', 'camp', 'play', 'next', 'guy']"
478,Tennis," At times, no.  At times, yes.  Depends on the player, depends on the day.  As far as today, I think that I just definitely went for too much at times.",LISA RAYMOND,Individual,4,151,time time yes depends player depends day far today think definitely went much time,"['time', 'time', 'yes', 'depends', 'player', 'depends', 'day', 'far', 'today', 'think', 'definitely', 'went', 'much', 'time']"
479,Basketball,"  Well, she's going to get better open looks in this series than she did in the last series, so that's a positive, number one.",BILL LAIMBEER,Team,2,126,well going get better open look series last series positive number one,"['well', 'going', 'get', 'better', 'open', 'look', 'series', 'last', 'series', 'positive', 'number', 'one']"
480,Golf,"No, definitely not.  I'm just thankful I shot a really good round today and I got myself back into it.",CRISTIE KERR,Individual,4,102,definitely thankful shot really good round today got back,"['definitely', 'thankful', 'shot', 'really', 'good', 'round', 'today', 'got', 'back']"
481,Volleyball,I personally don't think so. I don't think it's one point or two points that determine anything. It's going to sting just as much.,DANA RETTKE,Team,6,130,personally think think one point two point determine anything going sting much,"['personally', 'think', 'think', 'one', 'point', 'two', 'point', 'determine', 'anything', 'going', 'sting', 'much']"
482,Baseball,You think about a lot of things before signing. You think about a lot. But I never thought that I'd be here in the big leagues at the biggest stage and performing at the biggest stage.,YORDAN ALVAREZ,Team,7,184,think lot thing signing think lot never thought would big league biggest stage performing biggest stage,"['think', 'lot', 'thing', 'signing', 'think', 'lot', 'never', 'thought', 'would', 'big', 'league', 'biggest', 'stage', 'performing', 'biggest', 'stage']"
483,Cricket,"She won't be able to answer that. Yeah, she still was going to sit out. She's a precautionary risk, so like Chloe said, she would probably be expected to play in the semifinal.",FEMALE SPEAKER,Team,1,176,able answer yeah still going sit precautionary risk like chloe said would probably expected play semifinal,"['able', 'answer', 'yeah', 'still', 'going', 'sit', 'precautionary', 'risk', 'like', 'chloe', 'said', 'would', 'probably', 'expected', 'play', 'semifinal']"
484,Golf,"  Yes, because before couple weeks I don't have a confidence, you know, like distance.  If I have like a between club, like how do I this, so much thinking before shot.",CHELLA CHOI,Individual,1,168,yes couple week confidence know like distance like club like how much thinking shot,"['yes', 'couple', 'week', 'confidence', 'know', 'like', 'distance', 'like', 'club', 'like', 'how', 'much', 'thinking', 'shot']"
485,Hockey,"Yeah, I mean, there's probably not going to be a lot of odd-man rushes.  We know that.  It's been a tight series.  Not a lot of room out there.",JADEN SCHWARTZ,Team,6,143,yeah mean probably going lot oddman rush know tight series lot room,"['yeah', 'mean', 'probably', 'going', 'lot', 'oddman', 'rush', 'know', 'tight', 'series', 'lot', 'room']"
486,Cricket,"We tried to back up bowlers with the field, with setting the field, but the bowlers didn't really bowl to their field. So, yeah, in that respect, it just didn't go our way.",SORNNARIN TIPPOCH,Team,4,172,tried back bowler field setting field bowler really bowl field yeah respect way,"['tried', 'back', 'bowler', 'field', 'setting', 'field', 'bowler', 'really', 'bowl', 'field', 'yeah', 'respect', 'way']"
487,Football,I don't think there was one thing that I helped him with.  I think Andre is probably giving more credit to me than I deserve.,JOSH HEUPEL,Team,2,125,think one thing helped think andre probably giving credit deserve,"['think', 'one', 'thing', 'helped', 'think', 'andre', 'probably', 'giving', 'credit', 'deserve']"
488,Tennis," I don't know.  Maybe.  I hope so, but I have to try to play the next year in the big tournaments claycourt; I have to play good and then to get points and go up in the ranking.",CARLOS COSTA,Individual,2,177,know maybe hope try play next year big tournament claycourt play good get point ranking,"['know', 'maybe', 'hope', 'try', 'play', 'next', 'year', 'big', 'tournament', 'claycourt', 'play', 'good', 'get', 'point', 'ranking']"
489,Golf,Had to make a choice between that and Mexico and come home again is going to be the order of the day.  More breakfast.,KAREN STUPPLES,Individual,7,118,make choice mexico come home going order day breakfast,"['make', 'choice', 'mexico', 'come', 'home', 'going', 'order', 'day', 'breakfast']"
490,Golf," On 17, I didn't hit a good drive.  I hit a 5 iron in.  I had 235 to the pin.  I carried it 223 or so with a 5 iron.  But my driver was very hesitant.",MATHIAS GRÃ»Â¤NBERG,Individual,4,150,hit good drive hit iron pin carried iron driver hesitant,"['hit', 'good', 'drive', 'hit', 'iron', 'pin', 'carried', 'iron', 'driver', 'hesitant']"
491,Baseball,"As of right now, yes. I think he talked to some of you guys already. He gave you thumbs up, didn't he?",DAVE MARTINEZ,Team,7,102,right yes think talked guy already gave thumb,"['right', 'yes', 'think', 'talked', 'guy', 'already', 'gave', 'thumb']"
492,Baseball,"You know what, he's coming to the game. He's a fan. Hopefully he cheers for the Washington Nationals, and I hope he enjoys the game.",DAVE MARTINEZ,Team,7,132,know what coming game fan hopefully cheer washington national hope enjoys game,"['know', 'what', 'coming', 'game', 'fan', 'hopefully', 'cheer', 'washington', 'national', 'hope', 'enjoys', 'game']"
493,Volleyball,"It's an incredible feeling. I really don't have many words right now. But after winning games one and two, we had a lot of confidence going into Game 3. Didn't go our way.",AIKO JONES,Team,4,171,incredible feeling really many word right winning game one two lot confidence going game way,"['incredible', 'feeling', 'really', 'many', 'word', 'right', 'winning', 'game', 'one', 'two', 'lot', 'confidence', 'going', 'game', 'way']"
494,Tennis," No.  I knew I was going to play two days in a row.  I was supposed to start on Monday, so was prepared for that.",GABRIELA SABATINI,Individual,7,113,knew going play two day row supposed start monday prepared,"['knew', 'going', 'play', 'two', 'day', 'row', 'supposed', 'start', 'monday', 'prepared']"
495,Golf," I am extremely delighted.  I think it's funny because when I won back in '98, I never even made a trip into the media room until after I won.  (Laughing).  So this is my first time.",SHERRI STEINHAUER,Individual,7,182,extremely delighted think funny when back never even made trip medium room laughing first time,"['extremely', 'delighted', 'think', 'funny', 'when', 'back', 'never', 'even', 'made', 'trip', 'medium', 'room', 'laughing', 'first', 'time']"
496,Tennis," As I said, I really believe I am a better player now and I think I deserve it more, these days and I think I am ready for it much better than I did in that year.",HELENA SUKOVA,Individual,2,162,said really believe better player think deserve day think ready much better year,"['said', 'really', 'believe', 'better', 'player', 'think', 'deserve', 'day', 'think', 'ready', 'much', 'better', 'year']"
497,Baseball,I did not get a free dinner actually. There might have been a bill. I might have hit a window or something so --,RYAN HOWARD,Team,7,112,get free dinner actually might bill might hit window something,"['get', 'free', 'dinner', 'actually', 'might', 'bill', 'might', 'hit', 'window', 'something']"
498,Golf,"  Oh, I can see far away.  I just can't see close up anymore.  Can't read the scorecard, but I can see an eagle over there.",BETH DANIEL,Individual,7,123,see far away see close anymore read scorecard see eagle,"['see', 'far', 'away', 'see', 'close', 'anymore', 'read', 'scorecard', 'see', 'eagle']"
499,Tennis,I would say it was very close to maximum.  But not 100%.  I would say it was very close to maximum.  Maybe you can write for which paper you work for.,ANDREI MEDVEDEV,Individual,4,150,would say close maximum would say close maximum maybe write paper work,"['would', 'say', 'close', 'maximum', 'would', 'say', 'close', 'maximum', 'maybe', 'write', 'paper', 'work']"
500,Hockey,"Yeah, everybody is on edge when you go into OT.  One bad bounce, it could be turning out badly for your Team or good for your Team.  Fortunately for us, he put one in.",CALE MAKAR,Team,4,167,yeah everybody edge when one bad bounce could turning badly team good team fortunately put one,"['yeah', 'everybody', 'edge', 'when', 'one', 'bad', 'bounce', 'could', 'turning', 'badly', 'team', 'good', 'team', 'fortunately', 'put', 'one']"
501,Basketball,"  Yeah, we'll talk about the starting lineup, we'll submit it 30 minutes prior, not before then. And in terms of the other rotations, obviously you guys will have to see that play out throughout the game.",FRANK VOGEL,Team,5,204,yeah talk starting lineup submit minute prior term rotation obviously guy see play throughout game,"['yeah', 'talk', 'starting', 'lineup', 'submit', 'minute', 'prior', 'term', 'rotation', 'obviously', 'guy', 'see', 'play', 'throughout', 'game']"
502,Football,"  Again, the media is going to look for something, blow something out of proportion.  That's something that's been blown out of proportion.",JOSH HEUPEL,Team,7,139,medium going look something blow something proportion something blown proportion,"['medium', 'going', 'look', 'something', 'blow', 'something', 'proportion', 'something', 'blown', 'proportion']"
503,Golf,"  Not yet.  I saw her son this morning at the daycare.  You know, it is hard to kind of catch up because you're on different schedules and the babies have different schedules.",GERINA PILLER,Individual,7,175,yet saw son morning daycare know hard kind catch different schedule baby different schedule,"['yet', 'saw', 'son', 'morning', 'daycare', 'know', 'hard', 'kind', 'catch', 'different', 'schedule', 'baby', 'different', 'schedule']"
504,Hockey,"Well, there's been times where that does happen, for sure.  We respond pretty well to adversity.  When it's on the line, we tend to get good results.  That's what we're hoping for tomorrow obviously.",CRAIG BERUBE,Team,6,199,well time where happen sure respond pretty well adversity when line tend get good result what hoping tomorrow obviously,"['well', 'time', 'where', 'happen', 'sure', 'respond', 'pretty', 'well', 'adversity', 'when', 'line', 'tend', 'get', 'good', 'result', 'what', 'hoping', 'tomorrow', 'obviously']"
505,Golf," Thank you, Geoff, for joining us.  Great round today.  I know you were probably a little disappointed with that last hole, but still a good day and you're in excellent position for Sunday.",JOAN v.T. ALEXANDER,Individual,2,189,thank geoff joining great round today know probably little disappointed last hole still good day excellent position sunday,"['thank', 'geoff', 'joining', 'great', 'round', 'today', 'know', 'probably', 'little', 'disappointed', 'last', 'hole', 'still', 'good', 'day', 'excellent', 'position', 'sunday']"
506,Baseball,"Well, I wasn't aware of that, that a lot of their runs were being scored during that portion of the game. I know in Game 2 obviously it kind of got away from us in those innings.",WILL HARRIS,Team,4,178,well aware lot run scored portion game know game obviously kind got away inning,"['well', 'aware', 'lot', 'run', 'scored', 'portion', 'game', 'know', 'game', 'obviously', 'kind', 'got', 'away', 'inning']"
507,Tennis,"There was a time maybe when I was -- when I was more beatable, two years back, three years back, but I think I have gotten-- now the players don't really feel that way too much, hopefully.",STEFFI GRAF,Individual,2,188,time maybe when when beatable two year back three year back think gotten player really feel way much hopefully,"['time', 'maybe', 'when', 'when', 'beatable', 'two', 'year', 'back', 'three', 'year', 'back', 'think', 'gotten', 'player', 'really', 'feel', 'way', 'much', 'hopefully']"
508,Baseball,"My dream was pitching in the big leagues was my dream. I always imagined playing the World Series and winning the game for us. Something very big for me, big year for me. And I think I'm proud of myself.",JOSE URQUIDY,Team,7,203,dream pitching big league dream always imagined playing world series winning game something big big year think proud,"['dream', 'pitching', 'big', 'league', 'dream', 'always', 'imagined', 'playing', 'world', 'series', 'winning', 'game', 'something', 'big', 'big', 'year', 'think', 'proud']"
509,Golf," Well, I was on the Nationwide Tour for five years after college, and I've been close a few times.  But I wasn't able to make it out here.",RYUJI IMADA,Individual,7,138,well nationwide tour five year college close time able make,"['well', 'nationwide', 'tour', 'five', 'year', 'college', 'close', 'time', 'able', 'make']"
510,Baseball,"Yeah, I guess I haven't really thought about it too much. But I'm sure I'll probably push it back a little bit.",PATRICK CORBIN,Team,7,111,yeah guess really thought much sure probably push back little bit,"['yeah', 'guess', 'really', 'thought', 'much', 'sure', 'probably', 'push', 'back', 'little', 'bit']"
511,Cricket,"Yeah, I've never been to the SCG. I've seen it all on TV in the Ashes when I was younger, so it's quite nice to be able to go there and play a game there. Like I'm really excited.",SOPHIE ECCLESTONE,Team,6,179,yeah never scg seen ash when younger quite nice able play game like really excited,"['yeah', 'never', 'scg', 'seen', 'ash', 'when', 'younger', 'quite', 'nice', 'able', 'play', 'game', 'like', 'really', 'excited']"
512,Tennis," I didn't make so much final, I mean, it is my second -- third, so -- but one day you have to start to win, so maybe tomorrow.",CEDRIC PIOLINE,Individual,4,126,make much final mean second third one day start win maybe tomorrow,"['make', 'much', 'final', 'mean', 'second', 'third', 'one', 'day', 'start', 'win', 'maybe', 'tomorrow']"
513,Auto Racing,"I think other than just the whole keeping the Team motivated, keeping the morale up. I don't know, a lot of guys feed off that. It keeps everyone motivated knowing we're the best. Gives everyone confidence, right?",PAUL WOLFE,Blended,5,213,think whole keeping team motivated keeping morale know lot guy feed keep everyone motivated knowing best give everyone confidence right,"['think', 'whole', 'keeping', 'team', 'motivated', 'keeping', 'morale', 'know', 'lot', 'guy', 'feed', 'keep', 'everyone', 'motivated', 'knowing', 'best', 'give', 'everyone', 'confidence', 'right']"
514,Baseball,"Yeah, it's exciting. I think after the first couple of games obviously our goal coming here was to be able to get back to Minute Maid. We've accomplished that. And obviously we want to win tonight.",JUSTIN VERLANDER,Team,6,197,yeah exciting think first couple game obviously goal coming able get back minute maid accomplished obviously want win tonight,"['yeah', 'exciting', 'think', 'first', 'couple', 'game', 'obviously', 'goal', 'coming', 'able', 'get', 'back', 'minute', 'maid', 'accomplished', 'obviously', 'want', 'win', 'tonight']"
515,Tennis," No, but I think I was a little bit slower getting into the balls; especially at the net, because I made some mistakes which I shouldn't have.  But that is what happened.",HELENA SUKOVA,Individual,1,170,think little bit slower getting ball especially net made mistake what happened,"['think', 'little', 'bit', 'slower', 'getting', 'ball', 'especially', 'net', 'made', 'mistake', 'what', 'happened']"
516,Football,"  I don't know if you can compare them to any one Team.  I think every Team, every defense has it's own style, it's own characteristics.",JOSH HEUPEL,Team,1,136,know compare one team think every team every defense style characteristic,"['know', 'compare', 'one', 'team', 'think', 'every', 'team', 'every', 'defense', 'style', 'characteristic']"
517,Volleyball,"Yeah, I'll have some family and friends. It's nice to be back in a city that's somewhat familiar. It's an awesome place and I've loved playing here the last couple of years. Yeah, I'm just really excited about it.",TORI DILFER,Team,7,213,yeah family friend nice back city somewhat familiar awesome place loved playing last couple year yeah really excited,"['yeah', 'family', 'friend', 'nice', 'back', 'city', 'somewhat', 'familiar', 'awesome', 'place', 'loved', 'playing', 'last', 'couple', 'year', 'yeah', 'really', 'excited']"
518,Golf," It was just kind of sitting down, nestled down but I could see the ball.  I've been in worse, believe me.",JULI INKSTER,Individual,4,106,kind sitting nestled could see ball worse believe,"['kind', 'sitting', 'nestled', 'could', 'see', 'ball', 'worse', 'believe']"
519,Basketball,  It's a huge deal.  It's the switch of a game.  Could be the change of an outcome.  It's key.  We knew that going in we're going to have to close out quarters.  It's tough.  It's not the easiest thing.,A'JA WILSON,Team,1,202,huge deal switch game could change outcome key knew going going close quarter tough easiest thing,"['huge', 'deal', 'switch', 'game', 'could', 'change', 'outcome', 'key', 'knew', 'going', 'going', 'close', 'quarter', 'tough', 'easiest', 'thing']"
520,Football,"  It's been a good time.  I got a chance to enjoy the city a little bit for a couple of days, look around.  And again, it's been business at hand.",JOSH HEUPEL,Team,7,146,good time got chance enjoy city little bit couple day look around business hand,"['good', 'time', 'got', 'chance', 'enjoy', 'city', 'little', 'bit', 'couple', 'day', 'look', 'around', 'business', 'hand']"
521,Golf,It's a Taylor Made Rossa putter.  I putted with a Rossa earlier in the year.  I'm going back and forth with it and I grabbed it one out of the barrel and it's totally different than anything I've putted it.,LOREN ROBERTS,Individual,7,206,taylor made rossa putter putted rossa earlier year going back forth grabbed one barrel totally different anything putted,"['taylor', 'made', 'rossa', 'putter', 'putted', 'rossa', 'earlier', 'year', 'going', 'back', 'forth', 'grabbed', 'one', 'barrel', 'totally', 'different', 'anything', 'putted']"
522,Volleyball,I think so too. We kept learning as we went. That was the biggest thing. We were just taking it one day at a time and doing whatever we could to just help and benefit the Team.,CC McGRAW,Team,5,176,think kept learning went biggest thing taking one day time whatever could help benefit team,"['think', 'kept', 'learning', 'went', 'biggest', 'thing', 'taking', 'one', 'day', 'time', 'whatever', 'could', 'help', 'benefit', 'team']"
523,Auto Racing,"  Hell, yeah.  Yeah.  Look, I show up to win every race, like any of these guys.  If you don't have that mindset, I don't know what you're doing here.  I'll always preach that.",JOSEF NEWGARDEN,Blended,5,176,hell yeah yeah look show win every race like guy mindset know what always preach,"['hell', 'yeah', 'yeah', 'look', 'show', 'win', 'every', 'race', 'like', 'guy', 'mindset', 'know', 'what', 'always', 'preach']"
524,Lacrosse,"I don't know if we can say we don't know a ton about them, just because of how good they are this year and how good they were last year.",RYAN CONRAD,Team,2,136,know say know ton how good year how good last year,"['know', 'say', 'know', 'ton', 'how', 'good', 'year', 'how', 'good', 'last', 'year']"
525,Volleyball,"The BYU match from my freshman year, yeah, I saw a little parallels to that game, just that back and forth, like they were playing amazing defense. It was good to be in that environment in a tough situation.",MICAYA WHITE,Team,4,207,byu match freshman year yeah saw little parallel game back forth like playing amazing defense good environment tough situation,"['byu', 'match', 'freshman', 'year', 'yeah', 'saw', 'little', 'parallel', 'game', 'back', 'forth', 'like', 'playing', 'amazing', 'defense', 'good', 'environment', 'tough', 'situation']"
526,Golf,"  Yeah, I think it rained a lot last night and the course was playing quite long and quite soft.  The fairways are quite wet so we played preferred lies, but it was tough to get on the par-5s.",CARLOTA CIGANDA,Individual,4,192,yeah think rained lot last night course playing quite long quite soft fairway quite wet played preferred lie tough get par,"['yeah', 'think', 'rained', 'lot', 'last', 'night', 'course', 'playing', 'quite', 'long', 'quite', 'soft', 'fairway', 'quite', 'wet', 'played', 'preferred', 'lie', 'tough', 'get', 'par']"
527,Tennis, I didn't eat at Flushing Meadow all two weeks.  What I was doing was getting good New York delis sandwiches and eating turkey sandwiches for two straight weeks and didn't eat here at all.,PETE SAMPRAS,Individual,7,188,eat flushing meadow two week what getting good new york deli sandwich eating turkey sandwich two straight week eat,"['eat', 'flushing', 'meadow', 'two', 'week', 'what', 'getting', 'good', 'new', 'york', 'deli', 'sandwich', 'eating', 'turkey', 'sandwich', 'two', 'straight', 'week', 'eat']"
528,Baseball,"Good afternoon. My name is Jon Shevstakovsky, and I am vice president of communications and education at the National Baseball Hall of Fame and Museum in Cooperstown. Welcome to the Hall of Fame's MLB press conference.",JON SHEVSTAKOVSKY,Team,7,218,good afternoon name jon shevstakovsky vice president communication education national baseball hall fame museum cooperstown welcome hall fame mlb press conference,"['good', 'afternoon', 'name', 'jon', 'shevstakovsky', 'vice', 'president', 'communication', 'education', 'national', 'baseball', 'hall', 'fame', 'museum', 'cooperstown', 'welcome', 'hall', 'fame', 'mlb', 'press', 'conference']"
529,Auto Racing,"Yeah, I use that as a lot of motivation personally. I love it. Honestly, like, if people want to motivate me, just talk crap about me on the Internet. It works pretty well (smiling).",ALEX BOWMAN,Blended,5,182,yeah use lot motivation personally love honestly like people want motivate talk crap internet work pretty well smiling,"['yeah', 'use', 'lot', 'motivation', 'personally', 'love', 'honestly', 'like', 'people', 'want', 'motivate', 'talk', 'crap', 'internet', 'work', 'pretty', 'well', 'smiling']"
530,Baseball,"We actually hit some balls hard, we really did. We just can't get nothing going these last three days. But we hit some balls hard.",DAVE MARTINEZ,Team,4,130,actually hit ball hard really get nothing going last three day hit ball hard,"['actually', 'hit', 'ball', 'hard', 'really', 'get', 'nothing', 'going', 'last', 'three', 'day', 'hit', 'ball', 'hard']"
531,Hockey,"Execute.  Last night was a lot better, simplified getting pucks to the net, got some traffic.  We had some pretty good looks.  I probably should have scored on the one.  Hit the post or whatever, so...",ALEX PIETRANGELO,Team,4,201,execute last night lot better simplified getting puck net got traffic pretty good look probably scored one hit post whatever,"['execute', 'last', 'night', 'lot', 'better', 'simplified', 'getting', 'puck', 'net', 'got', 'traffic', 'pretty', 'good', 'look', 'probably', 'scored', 'one', 'hit', 'post', 'whatever']"
532,Golf,"  Pretty tough start.  You know, like actually 1st hole I make bogey I feel like it's can happen because like long par-4.",ARIYA JUTANUGARN,Individual,4,121,pretty tough start know like actually hole make bogey feel like happen like long par,"['pretty', 'tough', 'start', 'know', 'like', 'actually', 'hole', 'make', 'bogey', 'feel', 'like', 'happen', 'like', 'long', 'par']"
533,Golf," Bart, you've had a consistent year as far as making cuts, and you're 168th on the money list but maybe you haven't finished as well as --",TODD BUDNICK,Individual,2,138,bart consistent year far making cut money list maybe finished well,"['bart', 'consistent', 'year', 'far', 'making', 'cut', 'money', 'list', 'maybe', 'finished', 'well']"
